date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,confirmed_cases,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
2021-03-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232730,1748,0.027,0.032,0.054,0.145,0.742
2021-03-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232808,1748,0.027,0.032,0.054,0.145,0.742
2021-03-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232916,1748,0.027,0.032,0.054,0.145,0.742
2021-03-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233110,1748,0.027,0.032,0.054,0.145,0.742
2021-03-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233305,1748,0.027,0.032,0.054,0.145,0.742
2021-03-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233671,1748,0.027,0.032,0.054,0.145,0.742
2021-03-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233889,1748,0.027,0.032,0.054,0.145,0.742
2021-03-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234031,1748,0.027,0.032,0.054,0.145,0.742
2021-03-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234131,1748,0.027,0.032,0.054,0.145,0.742
2021-03-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234300,1748,0.027,0.032,0.054,0.145,0.742
2021-03-31,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234549,1748,0.027,0.032,0.054,0.145,0.742
2021-04-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234803,1748,0.027,0.032,0.054,0.145,0.742
2021-04-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235081,1748,0.027,0.032,0.054,0.145,0.742
2021-04-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235444,1748,0.027,0.032,0.054,0.145,0.742
2021-04-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235590,1748,0.027,0.032,0.054,0.145,0.742
2021-04-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235695,1748,0.027,0.032,0.054,0.145,0.742
2021-04-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235900,1748,0.027,0.032,0.054,0.145,0.742
2021-04-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236130,1748,0.027,0.032,0.054,0.145,0.742
2021-04-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236483,1748,0.027,0.032,0.054,0.145,0.742
2021-04-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237037,1748,0.027,0.032,0.054,0.145,0.742
2021-04-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237737,1748,0.027,0.032,0.054,0.145,0.742
2021-04-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238008,1748,0.027,0.032,0.054,0.145,0.742
2021-04-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238245,1748,0.027,0.032,0.054,0.145,0.742
2021-04-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238555,1748,0.027,0.032,0.054,0.145,0.742
2021-04-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238853,1748,0.027,0.032,0.054,0.145,0.742
2021-04-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239293,1748,0.027,0.032,0.054,0.145,0.742
2021-04-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240307,1748,0.027,0.032,0.054,0.145,0.742
2021-04-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240574,1748,0.027,0.032,0.054,0.145,0.742
2021-04-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240909,1748,0.027,0.032,0.054,0.145,0.742
2021-04-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241353,1748,0.027,0.032,0.054,0.145,0.742
2021-04-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242524,1748,0.027,0.032,0.054,0.145,0.742
2021-04-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242819,1748,0.027,0.032,0.054,0.145,0.742
2021-04-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243155,1748,0.027,0.032,0.054,0.145,0.742
2021-04-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243550,1748,0.027,0.032,0.054,0.145,0.742
2021-04-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,244647,1748,0.027,0.032,0.054,0.145,0.742
2021-05-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245034,1748,0.027,0.032,0.054,0.145,0.742
2021-05-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245358,1748,0.027,0.032,0.054,0.145,0.742
2021-05-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245693,1748,0.027,0.032,0.054,0.145,0.742
2021-05-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246811,1748,0.027,0.032,0.054,0.145,0.742
2021-05-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247186,1748,0.027,0.032,0.054,0.145,0.742
2021-05-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247606,1748,0.027,0.032,0.054,0.145,0.742
2021-05-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248006,1748,0.027,0.032,0.054,0.145,0.742
2021-05-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248793,1748,0.027,0.032,0.054,0.145,0.742
2021-05-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249011,1748,0.027,0.032,0.054,0.145,0.742
2021-05-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249295,1748,0.027,0.032,0.054,0.145,0.742
2021-05-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249573,1748,0.027,0.032,0.054,0.145,0.742
2021-05-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250169,1748,0.027,0.032,0.054,0.145,0.742
2021-05-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250386,1748,0.027,0.032,0.054,0.145,0.742
2021-05-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250573,1748,0.027,0.032,0.054,0.145,0.742
2021-05-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250785,1748,0.027,0.032,0.054,0.145,0.742
2021-05-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742
2021-05-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742
2021-05-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742
2021-05-31,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742
2021-06-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251460,1748,0.027,0.032,0.054,0.145,0.742
2021-06-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251809,1748,0.027,0.032,0.054,0.145,0.742
2021-06-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252137,1748,0.027,0.032,0.054,0.145,0.742
2021-06-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742
2021-06-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742
2021-06-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742
2021-06-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253006,1748,0.027,0.032,0.054,0.145,0.742
2021-06-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253297,1748,0.027,0.032,0.054,0.145,0.742
2021-06-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253506,1748,0.027,0.032,0.054,0.145,0.742
2021-06-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253754,1748,0.027,0.032,0.054,0.145,0.742
2021-06-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742
2021-06-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742
2021-06-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742
2021-06-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254376,1748,0.027,0.032,0.054,0.145,0.742
2021-06-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254583,1748,0.027,0.032,0.054,0.145,0.742
2021-06-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254912,1748,0.027,0.032,0.054,0.145,0.742
2021-06-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255153,1748,0.027,0.032,0.054,0.145,0.742
2021-06-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742
2021-06-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742
2021-06-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742
2021-06-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256067,1748,0.027,0.032,0.054,0.145,0.742
2021-06-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256415,1748,0.027,0.032,0.054,0.145,0.742
2021-06-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256826,1748,0.027,0.032,0.054,0.145,0.742
2021-06-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257221,1748,0.027,0.032,0.054,0.145,0.742
2021-06-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742
2021-06-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742
2021-06-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742
2021-06-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,258822,1748,0.027,0.032,0.054,0.145,0.742
2021-06-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,259356,1748,0.027,0.032,0.054,0.145,0.742
2021-06-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,259885,1748,0.027,0.032,0.054,0.145,0.742
2021-07-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260389,1748,0.027,0.032,0.054,0.145,0.742
2021-07-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742
2021-07-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742
2021-07-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742
2021-07-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742
2021-07-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,262134,1748,0.027,0.032,0.054,0.145,0.742
2021-07-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,262481,1748,0.027,0.032,0.054,0.145,0.742
2021-07-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,263144,1748,0.027,0.032,0.054,0.145,0.742
2021-07-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,263915,1748,0.027,0.032,0.054,0.145,0.742
2021-07-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,263915,1748,0.027,0.032,0.054,0.145,0.742
2021-07-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,263915,1748,0.027,0.032,0.054,0.145,0.742
2021-07-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,265462,1748,0.027,0.032,0.054,0.145,0.742
2021-07-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,266224,1748,0.027,0.032,0.054,0.145,0.742
2021-07-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,266846,1748,0.027,0.032,0.054,0.145,0.742
2021-07-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,267734,1748,0.027,0.032,0.054,0.145,0.742
2021-07-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,268514,1748,0.027,0.032,0.054,0.145,0.742
2021-07-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,268514,1748,0.027,0.032,0.054,0.145,0.742
2021-07-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,268514,1748,0.027,0.032,0.054,0.145,0.742
2021-07-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,270421,1748,0.027,0.032,0.054,0.145,0.742
2021-07-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,271310,1748,0.027,0.032,0.054,0.145,0.742
2021-07-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,272152,1748,0.027,0.032,0.054,0.145,0.742
2021-07-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,272979,1748,0.027,0.032,0.054,0.145,0.742
2021-07-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,273860,1748,0.027,0.032,0.054,0.145,0.742
2021-07-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,273860,1748,0.027,0.032,0.054,0.145,0.742
2021-07-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,273860,1748,0.027,0.032,0.054,0.145,0.742
2021-07-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,275983,1748,0.027,0.032,0.054,0.145,0.742
2021-07-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,276934,1748,0.027,0.032,0.054,0.145,0.742
2021-07-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,277982,1748,0.027,0.032,0.054,0.145,0.742
2021-07-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,279142,1748,0.027,0.032,0.054,0.145,0.742
2021-07-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,280201,1748,0.027,0.032,0.054,0.145,0.742
2021-07-31,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,280201,1748,0.027,0.032,0.054,0.145,0.742
2021-08-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,280201,1748,0.027,0.032,0.054,0.145,0.742
2021-08-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,282357,1748,0.027,0.032,0.054,0.145,0.742
2021-08-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,283321,1748,0.027,0.032,0.054,0.145,0.742
2021-08-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,284046,1748,0.027,0.032,0.054,0.145,0.742
2021-08-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 047 (July 27, 2021)",32003,284982,1748,0.027,0.032,0.054,0.145,0.742
2021-08-06,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,285938,1748,0.027,0.032,0.054,0.145,0.742
2021-08-07,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,285938,1748,0.027,0.032,0.054,0.145,0.742
2021-08-08,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,285938,1748,0.027,0.032,0.054,0.145,0.742
2021-08-09,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,288381,1748,0.027,0.032,0.054,0.145,0.742
2021-08-10,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,289114,1748,0.027,0.032,0.054,0.145,0.742
2021-08-11,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,289746,1748,0.027,0.032,0.054,0.145,0.742
2021-08-12,1,Yes,Official,"Nev. Task Force Press Release (Mask guidance) (Aug. 3, 2021)",32003,290632,1748,0.027,0.032,0.054,0.145,0.742
2021-08-13,1,Yes,Official,"Nev. Task Force Press Release (Aug. 10, 2021) (Mask update)",32003,291502,1748,0.027,0.032,0.054,0.145,0.742
2021-08-14,1,Yes,Official,"Nev. Task Force Press Release (Aug. 10, 2021) (Mask update)",32003,291502,1748,0.027,0.032,0.054,0.145,0.742
2021-08-15,1,Yes,Official,"Nev. Task Force Press Release (Aug. 10, 2021) (Mask update)",32003,291502,1748,0.027,0.032,0.054,0.145,0.742
